43807|2011-06-25 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43808|2011-06-25 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43809|2011-06-25 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43810|2011-06-25 00:00:00|5|3399,99|271,9992|84,9998|3756,989
43811|2011-06-25 00:00:00|5|3399,99|271,9992|84,9998|3756,989
43812|2011-06-26 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44332|2011-09-03 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44333|2011-09-04 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44334|2011-09-04 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44335|2011-09-04 00:00:00|5|699,0982|55,9279|17,4775|772,5036
44336|2011-09-04 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44337|2011-09-04 00:00:00|5|3374,99|269,9992|84,3748|3729,364
44338|2011-09-04 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44339|2011-09-04 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44340|2011-09-04 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44341|2011-09-05 00:00:00|5|3374,99|269,9992|84,3748|3729,364
44342|2011-09-05 00:00:00|5|699,0982|55,9279|17,4775|772,5036
44343|2011-09-05 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44344|2011-09-06 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44345|2011-09-06 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44346|2011-09-06 00:00:00|5|699,0982|55,9279|17,4775|772,5036
44347|2011-09-06 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44348|2011-09-07 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44349|2011-09-07 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44350|2011-09-07 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44351|2011-09-07 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44352|2011-09-07 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44353|2011-09-07 00:00:00|5|699,0982|55,9279|17,4775|772,5036
44354|2011-09-07 00:00:00|5|699,0982|55,9279|17,4775|772,5036
44355|2011-09-07 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44356|2011-09-07 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44357|2011-09-07 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44358|2011-09-07 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44359|2011-09-08 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44360|2011-09-08 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
