SalesOrderID|OrderDate|Status|SubTotal|TaxAmt|Freight|TotalDue
43697|2011-05-31 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43698|2011-05-31 00:00:00|5|3399,99|271,9992|84,9998|3756,989
43699|2011-05-31 00:00:00|5|3399,99|271,9992|84,9998|3756,989
43700|2011-05-31 00:00:00|5|699,0982|55,9279|17,4775|772,5036
43701|2011-05-31 00:00:00|5|3399,99|271,9992|84,9998|3756,989
43702|2011-06-01 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43703|2011-06-01 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43704|2011-06-01 00:00:00|5|3374,99|269,9992|84,3748|3729,364
43705|2011-06-01 00:00:00|5|3399,99|271,9992|84,9998|3756,989
43706|2011-06-02 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43707|2011-06-02 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43708|2011-06-02 00:00:00|5|699,0982|55,9279|17,4775|772,5036
43709|2011-06-02 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43710|2011-06-02 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43711|2011-06-03 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43712|2011-06-03 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43713|2011-06-04 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43714|2011-06-04 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43715|2011-06-04 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43716|2011-06-04 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43717|2011-06-04 00:00:00|5|699,0982|55,9279|17,4775|772,5036
43718|2011-06-05 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43719|2011-06-05 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43720|2011-06-05 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43721|2011-06-05 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43722|2011-06-06 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43723|2011-06-06 00:00:00|5|699,0982|55,9279|17,4775|772,5036
43724|2011-06-06 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43725|2011-06-07 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43726|2011-06-07 00:00:00|5|699,0982|55,9279|17,4775|772,5036
43727|2011-06-07 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43728|2011-06-08 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43729|2011-06-08 00:00:00|5|3399,99|271,9992|84,9998|3756,989
