SalesOrderID|OrderDate|Status|SubTotal|TaxAmt|Freight|TotalDue
44467|2011-09-28 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44468|2011-09-28 00:00:00|5|3374,99|269,9992|84,3748|3729,364
44469|2011-09-28 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44470|2011-09-28 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44471|2011-09-28 00:00:00|5|699,0982|55,9279|17,4775|772,5036
44472|2011-09-29 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44473|2011-09-29 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44474|2011-09-29 00:00:00|5|699,0982|55,9279|17,4775|772,5036
44475|2011-09-29 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44476|2011-09-29 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44477|2011-09-29 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44478|2011-09-29 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44479|2011-09-30 00:00:00|5|3374,99|269,9992|84,3748|3729,364
44480|2011-09-30 00:00:00|5|3374,99|269,9992|84,3748|3729,364
44481|2011-10-01 00:00:00|5|26367,395|2531,0135|790,9417|29689,3502
44482|2011-10-01 00:00:00|5|419,4589|40,2681|12,5838|472,3108
44483|2011-10-01 00:00:00|5|3018,3377|289,6636|90,5199|3398,5212
44484|2011-10-01 00:00:00|5|8184,876|785,3757|245,4299|9215,6816
44485|2011-10-01 00:00:00|5|4049,988|388,7988|121,4996|4560,2864
44486|2011-10-01 00:00:00|5|603,3971|58,4166|18,2552|680,0689
44487|2011-10-01 00:00:00|5|41868,906|4027,9405|1258,7314|47155,5779
44488|2011-10-01 00:00:00|5|32857,407|3153,903|985,5947|36996,9047
44489|2011-10-01 00:00:00|5|10288,1579|987,264|308,52|11583,9419
44490|2011-10-01 00:00:00|5|3389,6981|325,0934|101,5917|3816,3832
44491|2011-10-01 00:00:00|5|3427,4236|329,0327|102,8227|3859,279
44492|2011-10-01 00:00:00|5|67458,9556|6486,0468|2026,8896|75971,892
44493|2011-10-01 00:00:00|5|6476,0896|620,655|193,9547|7290,6993
44494|2011-10-01 00:00:00|5|28557,875|2739,4933|856,0917|32153,46
44495|2011-10-01 00:00:00|5|4076,388|391,2268|122,2584|4589,8732
44496|2011-10-01 00:00:00|5|29797,1606|2861,0179|894,0681|33552,2466
44497|2011-10-01 00:00:00|5|1195,8158|115,75|36,1719|1347,7377
44498|2011-10-01 00:00:00|5|15432,4643|1484,2606|463,8314|17380,5563
44499|2011-10-01 00:00:00|5|12170,664|1168,3305|365,1033|13704,0978
44500|2011-10-01 00:00:00|5|4710,9421|451,3461|141,0457|5303,3339
44501|2011-10-01 00:00:00|5|19669,4111|1891,6827|591,1508|22152,2446
44502|2011-10-01 00:00:00|5|17871,4452|1719,9719|537,4912|20128,9083
44503|2011-10-01 00:00:00|5|3028,7107|290,5626|90,8008|3410,0741
44504|2011-10-01 00:00:00|5|19985,7845|1918,3929|599,4978|22503,6752
44505|2011-10-01 00:00:00|5|34978,0589|3364,0035|1051,2511|39393,3135
44506|2011-10-01 00:00:00|5|35651,0339|3424,44|1070,1375|40145,6114
44507|2011-10-01 00:00:00|5|39244,3122|3785,3689|1182,9278|44212,6089
44508|2011-10-01 00:00:00|5|4194,589|402,6806|125,8377|4723,1073
44509|2011-10-01 00:00:00|5|43615,4161|4191,0645|1309,7077|49116,1883
44510|2011-10-01 00:00:00|5|1749,588|167,9604|52,4876|1970,036
44511|2011-10-01 00:00:00|5|10160,1565|975,3266|304,7896|11440,2727
44512|2011-10-01 00:00:00|5|1677,8356|161,0722|50,3351|1889,2429
44513|2011-10-01 00:00:00|5|43520,1264|4184,7103|1307,722|49012,5587
44514|2011-10-01 00:00:00|5|42563,6688|4095,822|1279,9444|47939,4352
44515|2011-10-01 00:00:00|5|5492,1791|526,8832|164,651|6183,7133
44516|2011-10-01 00:00:00|5|419,4589|40,2681|12,5838|472,3108
44517|2011-10-01 00:00:00|5|24901,8424|2392,656|747,705|28042,2034
44518|2011-10-01 00:00:00|5|126198,3362|12277,2447|3836,639|142312,2199
44519|2011-10-01 00:00:00|5|2146,962|206,1084|64,4089|2417,4793
44520|2011-10-01 00:00:00|5|57700,2263|5547,7921|1733,685|64981,7034
44521|2011-10-01 00:00:00|5|26112,205|2509,9987|784,3746|29406,5783
44522|2011-10-01 00:00:00|5|26149,2498|2513,7186|785,5371|29448,5055
44523|2011-10-01 00:00:00|5|74394,4204|7145,4158|2232,9424|83772,7786
44524|2011-10-01 00:00:00|5|4082,088|391,7208|122,4128|4596,2216
44525|2011-10-01 00:00:00|5|41452,6462|3972,4763|1241,3988|46666,5213
44526|2011-10-01 00:00:00|5|16506,1424|1586,9986|495,9371|18589,0781
44527|2011-10-01 00:00:00|5|6127,782|588,0543|183,767|6899,6033
44528|2011-10-01 00:00:00|5|108783,5872|10451,1044|3265,9701|122500,6617
44529|2011-10-01 00:00:00|5|419,4589|40,2681|12,5838|472,3108
44530|2011-10-01 00:00:00|5|104958,8068|10093,3592|3154,1748|118206,3408
44531|2011-10-01 00:00:00|5|22817,6077|2197,4479|686,7025|25701,7581
44532|2011-10-01 00:00:00|5|2146,962|206,1084|64,4089|2417,4793
44533|2011-10-01 00:00:00|5|19499,7922|1870,0282|584,3838|21954,2042
44534|2011-10-01 00:00:00|5|85982,4771|8346,4572|2608,2679|96937,2022
44535|2011-10-01 00:00:00|5|23590,8589|2268,1124|708,7851|26567,7564
44536|2011-10-01 00:00:00|5|722,5949|71,296|22,28|816,1709
44537|2011-10-01 00:00:00|5|57,6808|4,999|1,5622|64,242
44538|2011-10-01 00:00:00|5|57804,9674|5562,4486|1738,2652|65105,6812
44539|2011-10-01 00:00:00|5|1450,8898|143,0861|44,7144|1638,6903
44540|2011-10-01 00:00:00|5|38638,7462|3715,1205|1160,9752|43514,8419
44541|2011-10-01 00:00:00|5|50827,1365|4879,1971|1524,7491|57231,0827
44542|2011-10-01 00:00:00|5|16259,8654|1560,5279|487,665|18308,0583
44543|2011-10-01 00:00:00|5|367,8764|36,2971|11,3429|415,5164
44544|2011-10-01 00:00:00|5|20980,152|2016,0771|630,0241|23626,2532
44545|2011-10-01 00:00:00|5|9855,7761|945,8853|295,5892|11097,2506
44546|2011-10-01 00:00:00|5|1749,588|167,9604|52,4876|1970,036
44547|2011-10-01 00:00:00|5|68958,1569|6654,9216|2079,663|77692,7415
44548|2011-10-01 00:00:00|5|419,4589|40,2681|12,5838|472,3108
44549|2011-10-01 00:00:00|5|49036,5151|4705,4436|1470,4511|55212,4098
44550|2011-10-01 00:00:00|5|28672,9735|2759,3704|862,3032|32294,6471
44551|2011-10-01 00:00:00|5|41097,6007|3939,1506|1230,9845|46267,7358
44552|2011-10-01 00:00:00|5|97915,4075|9418,0316|2943,1349|110276,574
44553|2011-10-01 00:00:00|5|6074,982|583,1983|182,2495|6840,4298
44554|2011-10-01 00:00:00|5|722,5949|71,296|22,28|816,1709
44555|2011-10-01 00:00:00|5|30095,1611|2893,9677|904,3649|33893,4937
44556|2011-10-01 00:00:00|5|30593,8757|2934,3889|916,9965|34445,2611
44557|2011-10-01 00:00:00|5|28122,9884|2702,7356|844,6049|31670,3289
44558|2011-10-01 00:00:00|5|838,9178|80,5361|25,1675|944,6214
44559|2011-10-01 00:00:00|5|17451,416|1675,7994|523,6873|19650,9027
44560|2011-10-01 00:00:00|5|936,6567|92,4168|28,8802|1057,9537
44561|2011-10-01 00:00:00|5|42033,8061|4049,5306|1265,4783|47348,815
44562|2011-10-01 00:00:00|5|19237,2798|1852,5928|578,9352|21668,8078
44563|2011-10-01 00:00:00|5|47716,8992|4584,2649|1432,5828|53733,7469
44564|2011-10-01 00:00:00|5|34537,2578|3323,2762|1038,5238|38899,0578
44565|2011-10-01 00:00:00|5|2162,0111|207,2839|64,7762|2434,0712
44566|2011-10-01 00:00:00|5|38308,8583|3678,4202|1149,5063|43136,7848
44567|2011-10-01 00:00:00|5|46957,8291|4506,0572|1408,1429|52872,0292
44568|2011-10-01 00:00:00|5|2254,9498|222,4884|69,5276|2546,9658
44569|2011-10-01 00:00:00|5|30635,5103|2951,6547|922,3921|34509,5571
44570|2011-10-01 00:00:00|5|58494,7906|5621,0332|1756,5729|65872,3967
44571|2011-10-01 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44572|2011-10-01 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44573|2011-10-01 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44574|2011-10-01 00:00:00|5|3374,99|269,9992|84,3748|3729,364
44575|2011-10-01 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44576|2011-10-01 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44577|2011-10-02 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44578|2011-10-02 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44579|2011-10-02 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44580|2011-10-03 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44581|2011-10-03 00:00:00|5|3374,99|269,9992|84,3748|3729,364
44582|2011-10-03 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44583|2011-10-03 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44584|2011-10-04 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44585|2011-10-04 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44586|2011-10-04 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44587|2011-10-04 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44588|2011-10-04 00:00:00|5|699,0982|55,9279|17,4775|772,5036
44589|2011-10-04 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44590|2011-10-05 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44591|2011-10-05 00:00:00|5|699,0982|55,9279|17,4775|772,5036
44592|2011-10-05 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44593|2011-10-05 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44594|2011-10-05 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
